year,state,month,number,date
2001,Mato Grosso,April,54,1/1/2001
2002,Mato Grosso,April,22,1/1/2002
2003,Mato Grosso,April,592,1/1/2003
2004,Mato Grosso,April,272,1/1/2004
2005,Mato Grosso,April,871,1/1/2005
2006,Mato Grosso,April,383,1/1/2006
2007,Mato Grosso,April,213,1/1/2007
2008,Mato Grosso,April,180,1/1/2008
2009,Mato Grosso,April,248,1/1/2009
2010,Mato Grosso,April,431,1/1/2010
2011,Mato Grosso,April,119,1/1/2011
2012,Mato Grosso,April,193,1/1/2012
2013,Mato Grosso,April,375,1/1/2013
2014,Mato Grosso,April,199,1/1/2014
2015,Mato Grosso,April,542,1/1/2015
2016,Mato Grosso,April,1.05,1/1/2016
2017,Mato Grosso,April,337,1/1/2017
1998,Mato Grosso,April,0,1/1/1998
1999,Mato Grosso,April,18,1/1/1999
2000,Mato Grosso,April,60,1/1/2000
2001,Mato Grosso,April,24,1/1/2001
2002,Mato Grosso,April,103,1/1/2002
2003,Mato Grosso,April,554,1/1/2003
2004,Mato Grosso,April,743,1/1/2004
2005,Mato Grosso,April,362,1/1/2005
2006,Mato Grosso,April,448,1/1/2006
2007,Mato Grosso,April,476,1/1/2007
2008,Mato Grosso,April,180,1/1/2008
2009,Mato Grosso,April,325,1/1/2009
2010,Mato Grosso,April,605,1/1/2010
2011,Mato Grosso,April,252,1/1/2011
2012,Mato Grosso,April,423,1/1/2012
2013,Mato Grosso,April,563,1/1/2013
2014,Mato Grosso,April,655,1/1/2014
2015,Mato Grosso,April,705,1/1/2015
2016,Mato Grosso,April,1.085,1/1/2016
2017,Mato Grosso,April,719,1/1/2017
1998,Mato Grosso,April,0,1/1/1998
1999,Mato Grosso,April,76,1/1/1999
2000,Mato Grosso,April,59,1/1/2000
2001,Mato Grosso,April,309,1/1/2001
2002,Mato Grosso,April,641,1/1/2002
2003,Mato Grosso,April,903,1/1/2003
2004,Mato Grosso,April,441,1/1/2004
2005,Mato Grosso,April,372,1/1/2005
2006,Mato Grosso,April,161,1/1/2006
2007,Mato Grosso,April,79,1/1/2007
2008,Mato Grosso,April,274,1/1/2008
2009,Mato Grosso,April,169,1/1/2009
2010,Mato Grosso,April,769,1/1/2010
2011,Mato Grosso,April,345,1/1/2011
2012,Mato Grosso,April,521,1/1/2012
2013,Mato Grosso,April,338,1/1/2013
2014,Mato Grosso,April,859,1/1/2014
2015,Mato Grosso,April,947,1/1/2015
2016,Mato Grosso,April,1.77,1/1/2016
2017,Mato Grosso,April,606,1/1/2017
1998,Mato Grosso,April,0,1/1/1998
1999,Mato Grosso,April,731,1/1/1999
2000,Mato Grosso,April,1.194,1/1/2000
2001,Mato Grosso,April,1.193,1/1/2001
2002,Mato Grosso,April,2.528,1/1/2002
2003,Mato Grosso,April,942,1/1/2003
2004,Mato Grosso,April,2.413,1/1/2004
2005,Mato Grosso,April,1.641,1/1/2005
2006,Mato Grosso,April,269,1/1/2006
2007,Mato Grosso,April,359,1/1/2007
2008,Mato Grosso,April,119,1/1/2008
2009,Mato Grosso,April,516,1/1/2009
2010,Mato Grosso,April,1.313,1/1/2010
2011,Mato Grosso,April,547,1/1/2011
2012,Mato Grosso,April,812,1/1/2012
2013,Mato Grosso,April,739,1/1/2013
2014,Mato Grosso,April,933,1/1/2014
2015,Mato Grosso,April,541,1/1/2015
2016,Mato Grosso,April,1.081,1/1/2016
2017,Mato Grosso,April,845,1/1/2017
1998,Mato Grosso,April,2.201,1/1/1998
1999,Mato Grosso,April,2.201,1/1/1999
2000,Mato Grosso,April,4.358,1/1/2000
2001,Mato Grosso,April,6.665,1/1/2001
2002,Mato Grosso,April,7.878,1/1/2002
2003,Mato Grosso,April,4.313,1/1/2003
2004,Mato Grosso,April,9.813,1/1/2004
2005,Mato Grosso,April,2.294,1/1/2005
2006,Mato Grosso,April,856,1/1/2006
2007,Mato Grosso,April,1.339,1/1/2007
2008,Mato Grosso,April,403,1/1/2008
2009,Mato Grosso,April,979,1/1/2009
2010,Mato Grosso,April,1.025,1/1/2010
2011,Mato Grosso,April,974,1/1/2011
2012,Mato Grosso,April,1.651,1/1/2012
2013,Mato Grosso,April,1.213,1/1/2013
2014,Mato Grosso,April,1.795,1/1/2014
2015,Mato Grosso,April,1.402,1/1/2015
2016,Mato Grosso,April,1.417,1/1/2016
2017,Mato Grosso,April,2.041,1/1/2017
1998,Mato Grosso,April,3.712,1/1/1998
1999,Mato Grosso,April,3.926,1/1/1999
2000,Mato Grosso,April,1.338,1/1/2000
2001,Mato Grosso,April,1.555,1/1/2001
2002,Mato Grosso,April,5.661,1/1/2002
2003,Mato Grosso,April,5.435,1/1/2003
2004,Mato Grosso,April,11.517,1/1/2004
2005,Mato Grosso,April,4.172,1/1/2005
2006,Mato Grosso,April,1.941,1/1/2006
2007,Mato Grosso,April,1.79,1/1/2007
2008,Mato Grosso,April,1.117,1/1/2008
2009,Mato Grosso,April,1.613,1/1/2009
2010,Mato Grosso,April,3.442,1/1/2010
2011,Mato Grosso,April,1.061,1/1/2011
2012,Mato Grosso,April,2.008,1/1/2012
2013,Mato Grosso,April,1.63,1/1/2013
2014,Mato Grosso,April,2.255,1/1/2014
2015,Mato Grosso,April,1.533,1/1/2015
2016,Mato Grosso,April,3.495,1/1/2016
2017,Mato Grosso,April,2.79,1/1/2017
1998,Mato Grosso,April,15.406,1/1/1998
1999,Mato Grosso,April,18.566,1/1/1999
2000,Mato Grosso,April,6.063,1/1/2000
2001,Mato Grosso,April,7.762,1/1/2001
2002,Mato Grosso,April,14.086,1/1/2002
2003,Mato Grosso,April,11.132,1/1/2003
2004,Mato Grosso,April,13.603,1/1/2004
2005,Mato Grosso,April,11.57,1/1/2005
2006,Mato Grosso,April,6.218,1/1/2006
2007,Mato Grosso,April,14.453,1/1/2007
2008,Mato Grosso,April,2.875,1/1/2008
2009,Mato Grosso,April,2.25,1/1/2009
2010,Mato Grosso,April,14.608,1/1/2010
2011,Mato Grosso,April,2.628,1/1/2011
2012,Mato Grosso,April,6.195,1/1/2012
2013,Mato Grosso,April,3.568,1/1/2013
2014,Mato Grosso,April,7.167,1/1/2014
2015,Mato Grosso,April,5.112,1/1/2015
2016,Mato Grosso,April,6.228,1/1/2016
2017,Mato Grosso,April,6.229,1/1/2017
1998,Mato Grosso,April,10.363,1/1/1998
1999,Mato Grosso,April,11.729,1/1/1999
2000,Mato Grosso,April,6.251,1/1/2000
2001,Mato Grosso,April,8.49,1/1/2001
2002,Mato Grosso,April,11.034,1/1/2002
2003,Mato Grosso,April,15.79,1/1/2003
2004,Mato Grosso,April,24.994,1/1/2004
2005,Mato Grosso,April,20.551,1/1/2005
2006,Mato Grosso,April,12.661,1/1/2006
2007,Mato Grosso,April,25.963,1/1/2007
2008,Mato Grosso,April,7.965,1/1/2008
2009,Mato Grosso,April,3.129,1/1/2009
2010,Mato Grosso,April,18.366,1/1/2010
2011,Mato Grosso,April,6.332,1/1/2011
2012,Mato Grosso,April,10.344,1/1/2012
2013,Mato Grosso,April,5.576,1/1/2013
2014,Mato Grosso,April,7.081,1/1/2014
2015,Mato Grosso,April,11.068,1/1/2015
2016,Mato Grosso,April,8.98,1/1/2016
2017,Mato Grosso,April,23.945,1/1/2017
1998,Mato Grosso,April,2.707,1/1/1998
1999,Mato Grosso,April,6.109,1/1/1999
2000,Mato Grosso,April,6.062,1/1/2000
2001,Mato Grosso,April,6.543,1/1/2001
2002,Mato Grosso,April,9.375,1/1/2002
2003,Mato Grosso,April,5.341,1/1/2003
2004,Mato Grosso,April,9.295,1/1/2004
2005,Mato Grosso,April,7.765,1/1/2005
2006,Mato Grosso,April,2.327,1/1/2006
2007,Mato Grosso,April,4.89,1/1/2007
2008,Mato Grosso,April,6.326,1/1/2008
2009,Mato Grosso,April,2.579,1/1/2009
2010,Mato Grosso,April,4.465,1/1/2010
2011,Mato Grosso,April,2.01,1/1/2011
2012,Mato Grosso,April,2.837,1/1/2012
2013,Mato Grosso,April,1.986,1/1/2013
2014,Mato Grosso,April,5.281,1/1/2014
2015,Mato Grosso,April,6.49,1/1/2015
2016,Mato Grosso,April,2.749,1/1/2016
2017,Mato Grosso,April,4.8,1/1/2017
1998,Mato Grosso,April,182,1/1/1998
1999,Mato Grosso,April,842,1/1/1999
2000,Mato Grosso,April,502,1/1/2000
2001,Mato Grosso,April,373,1/1/2001
2002,Mato Grosso,April,2.905,1/1/2002
2003,Mato Grosso,April,2.097,1/1/2003
2004,Mato Grosso,April,2.405,1/1/2004
2005,Mato Grosso,April,1.368,1/1/2005
2006,Mato Grosso,April,1.031,1/1/2006
2007,Mato Grosso,April,299,1/1/2007
2008,Mato Grosso,April,190,1/1/2008
2009,Mato Grosso,April,588,1/1/2009
2010,Mato Grosso,April,768,1/1/2010
2011,Mato Grosso,April,1.103,1/1/2011
2012,Mato Grosso,April,375,1/1/2012
2013,Mato Grosso,April,1.064,1/1/2013
2014,Mato Grosso,April,1.018,1/1/2014
2015,Mato Grosso,April,1.93,1/1/2015
2016,Mato Grosso,April,918,1/1/2016
2017,Mato Grosso,April,813,1/1/2017
1998,Mato Grosso,April,76,1/1/1998
1999,Mato Grosso,April,47,1/1/1999
2000,Mato Grosso,April,98,1/1/2000
2001,Mato Grosso,April,37,1/1/2001
2002,Mato Grosso,April,1.157,1/1/2002
2003,Mato Grosso,April,1.622,1/1/2003
2004,Mato Grosso,April,1.217,1/1/2004
2005,Mato Grosso,April,246,1/1/2005
2006,Mato Grosso,April,23,1/1/2006
2007,Mato Grosso,April,81,1/1/2007
2008,Mato Grosso,April,159,1/1/2008
2009,Mato Grosso,April,171,1/1/2009
2010,Mato Grosso,April,846,1/1/2010
2011,Mato Grosso,April,431,1/1/2011
2012,Mato Grosso,April,492,1/1/2012
2013,Mato Grosso,April,447,1/1/2013
2014,Mato Grosso,April,466,1/1/2014
2015,Mato Grosso,April,1.777,1/1/2015
2016,Mato Grosso,April,425,1/1/2016
1998,Mato Grosso,April,0,1/1/1998
1999,Mato Grosso,April,239,1/1/1999
2000,Mato Grosso,April,326,1/1/2000
2001,Mato Grosso,April,97,1/1/2001
2002,Mato Grosso,April,304,1/1/2002
2003,Mato Grosso,April,182,1/1/2003
2004,Mato Grosso,April,258,1/1/2004
2005,Mato Grosso,April,59,1/1/2005
2006,Mato Grosso,April,59,1/1/2006
2007,Mato Grosso,April,19,1/1/2007
2008,Mato Grosso,April,63,1/1/2008
2009,Mato Grosso,April,229,1/1/2009
2010,Mato Grosso,April,72,1/1/2010
2011,Mato Grosso,April,129,1/1/2011
2012,Mato Grosso,April,201,1/1/2012
2013,Mato Grosso,April,174,1/1/2013
2014,Mato Grosso,April,197,1/1/2014
2015,Mato Grosso,April,226,1/1/2015
2016,Mato Grosso,April,127,1/1/2016
2017,Mato Grosso,April,355,1/1/2017
1998,Mato Grosso,April,0,1/1/1998
1999,Mato Grosso,April,69,1/1/1999
2000,Mato Grosso,April,81,1/1/2000
2001,Mato Grosso,April,89,1/1/2001
2002,Mato Grosso,April,98,1/1/2002
2003,Mato Grosso,April,108,1/1/2003
2004,Mato Grosso,April,169,1/1/2004
2005,Mato Grosso,April,221,1/1/2005
2006,Mato Grosso,April,104,1/1/2006
2007,Mato Grosso,April,111,1/1/2007
2008,Mato Grosso,April,78,1/1/2008
2009,Mato Grosso,April,164,1/1/2009
2010,Mato Grosso,April,157,1/1/2010
2011,Mato Grosso,April,61,1/1/2011
2012,Mato Grosso,April,112,1/1/2012
2013,Mato Grosso,April,100,1/1/2013
2014,Mato Grosso,April,139,1/1/2014
2015,Mato Grosso,April,148,1/1/2015
2016,Mato Grosso,April,187,1/1/2016
2017,Mato Grosso,April,165,1/1/2017
1998,Mato Grosso,April,0,1/1/1998
1999,Mato Grosso,April,100,1/1/1999
2000,Mato Grosso,April,23,1/1/2000
2001,Mato Grosso,April,39,1/1/2001
2002,Mato Grosso,April,115,1/1/2002
2003,Mato Grosso,April,137,1/1/2003
2004,Mato Grosso,April,225,1/1/2004
2005,Mato Grosso,April,158,1/1/2005
2006,Mato Grosso,April,137,1/1/2006
2007,Mato Grosso,April,137,1/1/2007
2008,Mato Grosso,April,97,1/1/2008
2009,Mato Grosso,April,118,1/1/2009
2010,Mato Grosso,April,149,1/1/2010
2011,Mato Grosso,April,37,1/1/2011
2012,Mato Grosso,April,169,1/1/2012
2013,Mato Grosso,April,158,1/1/2013
2014,Mato Grosso,April,95,1/1/2014
2015,Mato Grosso,April,190,1/1/2015
2016,Mato Grosso,April,143,1/1/2016
2017,Mato Grosso,April,170,1/1/2017
1998,Mato Grosso,April,0,1/1/1998
1999,Mato Grosso,April,97,1/1/1999
2000,Mato Grosso,April,90,1/1/2000
2001,Mato Grosso,April,108,1/1/2001
2002,Mato Grosso,April,230,1/1/2002
2003,Mato Grosso,April,126,1/1/2003
2004,Mato Grosso,April,97,1/1/2004
2005,Mato Grosso,April,126,1/1/2005
2006,Mato Grosso,April,51,1/1/2006
2007,Mato Grosso,April,46,1/1/2007
2008,Mato Grosso,April,72,1/1/2008
2009,Mato Grosso,April,291,1/1/2009
2010,Mato Grosso,April,136,1/1/2010
2011,Mato Grosso,April,23,1/1/2011
2012,Mato Grosso,April,97,1/1/2012
2013,Mato Grosso,April,78,1/1/2013
2014,Mato Grosso,April,129,1/1/2014
2015,Mato Grosso,April,65,1/1/2015
2016,Mato Grosso,April,161,1/1/2016
2017,Mato Grosso,April,59,1/1/2017
1998,Mato Grosso,April,0,1/1/1998
1999,Mato Grosso,April,206,1/1/1999
2000,Mato Grosso,April,127,1/1/2000
2001,Mato Grosso,April,112,1/1/2001
2002,Mato Grosso,April,88,1/1/2002
2003,Mato Grosso,April,74,1/1/2003
2004,Mato Grosso,April,25,1/1/2004
2005,Mato Grosso,April,328,1/1/2005
2006,Mato Grosso,April,99,1/1/2006
2007,Mato Grosso,April,62,1/1/2007
2008,Mato Grosso,April,34,1/1/2008
2009,Mato Grosso,April,927,1/1/2009
2010,Mato Grosso,April,105,1/1/2010
2011,Mato Grosso,April,81,1/1/2011
2012,Mato Grosso,April,157,1/1/2012
2013,Mato Grosso,April,72,1/1/2013
2014,Mato Grosso,April,70,1/1/2014
2015,Mato Grosso,April,58,1/1/2015
2016,Mato Grosso,April,97,1/1/2016
2017,Mato Grosso,April,72,1/1/2017
1998,Mato Grosso,April,82,1/1/1998
1999,Mato Grosso,April,127,1/1/1999
2000,Mato Grosso,April,157,1/1/2000
2001,Mato Grosso,April,249,1/1/2001
2002,Mato Grosso,April,517,1/1/2002
2003,Mato Grosso,April,170,1/1/2003
2004,Mato Grosso,April,394,1/1/2004
2005,Mato Grosso,April,439,1/1/2005
2006,Mato Grosso,April,89,1/1/2006
2007,Mato Grosso,April,141,1/1/2007
2008,Mato Grosso,April,24,1/1/2008
2009,Mato Grosso,April,376,1/1/2009
2010,Mato Grosso,April,149,1/1/2010
2011,Mato Grosso,April,104,1/1/2011
2012,Mato Grosso,April,96,1/1/2012
2013,Mato Grosso,April,35,1/1/2013
2014,Mato Grosso,April,84,1/1/2014
2015,Mato Grosso,April,299,1/1/2015
2016,Mato Grosso,April,120,1/1/2016
2017,Mato Grosso,April,175,1/1/2017
1998,Mato Grosso,April,360,1/1/1998
1999,Mato Grosso,April,1.297,1/1/1999
2000,Mato Grosso,April,160,1/1/2000
2001,Mato Grosso,April,591,1/1/2001
2002,Mato Grosso,April,935,1/1/2002
2003,Mato Grosso,April,182,1/1/2003
2004,Mato Grosso,April,529,1/1/2004
2005,Mato Grosso,April,859,1/1/2005
2006,Mato Grosso,April,289,1/1/2006
2007,Mato Grosso,April,197,1/1/2007
2008,Mato Grosso,April,116,1/1/2008
2009,Mato Grosso,April,354,1/1/2009
2010,Mato Grosso,April,589,1/1/2010
2011,Mato Grosso,April,250,1/1/2011
2012,Mato Grosso,April,538,1/1/2012
2013,Mato Grosso,April,201,1/1/2013
2014,Mato Grosso,April,193,1/1/2014
2015,Mato Grosso,April,371,1/1/2015
2016,Mato Grosso,April,687,1/1/2016
2017,Mato Grosso,April,1.05,1/1/2017
1998,Mato Grosso,April,228,1/1/1998
1999,Mato Grosso,April,4.355,1/1/1999
2000,Mato Grosso,April,530,1/1/2000
2001,Mato Grosso,April,2.484,1/1/2001
2002,Mato Grosso,April,3.984,1/1/2002
2003,Mato Grosso,April,953,1/1/2003
2004,Mato Grosso,April,1.408,1/1/2004
2005,Mato Grosso,April,4.484,1/1/2005
2006,Mato Grosso,April,1.129,1/1/2006
2007,Mato Grosso,April,1.823,1/1/2007
2008,Mato Grosso,April,456,1/1/2008
2009,Mato Grosso,April,816,1/1/2009
2010,Mato Grosso,April,1.721,1/1/2010
2011,Mato Grosso,April,552,1/1/2011
2012,Mato Grosso,April,2.951,1/1/2012
2013,Mato Grosso,April,677,1/1/2013
2014,Mato Grosso,April,312,1/1/2014
2015,Mato Grosso,April,1.293,1/1/2015
2016,Mato Grosso,April,1.481,1/1/2016
2017,Mato Grosso,April,1.488,1/1/2017
1998,Mato Grosso,April,457,1/1/1998
1999,Mato Grosso,April,2.969,1/1/1999
2000,Mato Grosso,April,510,1/1/2000
2001,Mato Grosso,April,1.383,1/1/2001
2002,Mato Grosso,April,2.252,1/1/2002
2003,Mato Grosso,April,1.124,1/1/2003
2004,Mato Grosso,April,2.511,1/1/2004
2005,Mato Grosso,April,1.87,1/1/2005
2006,Mato Grosso,April,1.078,1/1/2006
2007,Mato Grosso,April,4.446,1/1/2007
2008,Mato Grosso,April,1.62,1/1/2008
2009,Mato Grosso,April,1.146,1/1/2009
2010,Mato Grosso,April,1.505,1/1/2010
2011,Mato Grosso,April,1.072,1/1/2011
2012,Mato Grosso,April,2.264,1/1/2012
2013,Mato Grosso,April,1.074,1/1/2013
2014,Mato Grosso,April,365,1/1/2014
2015,Mato Grosso,April,1.482,1/1/2015
2016,Mato Grosso,April,2.383,1/1/2016
2017,Mato Grosso,April,2.984,1/1/2017
1998,Mato Grosso,April,576,1/1/1998
1999,Mato Grosso,April,2.053,1/1/1999
2000,Mato Grosso,April,657,1/1/2000
2001,Mato Grosso,April,563,1/1/2001
2002,Mato Grosso,April,2.173,1/1/2002
2003,Mato Grosso,April,541,1/1/2003
2004,Mato Grosso,April,960,1/1/2004
2005,Mato Grosso,April,647,1/1/2005
2006,Mato Grosso,April,244,1/1/2006
2007,Mato Grosso,April,668,1/1/2007
2008,Mato Grosso,April,432,1/1/2008
2009,Mato Grosso,April,854,1/1/2009
2010,Mato Grosso,April,597,1/1/2010
2011,Mato Grosso,April,276,1/1/2011
2012,Mato Grosso,April,652,1/1/2012
2013,Mato Grosso,April,378,1/1/2013
2014,Mato Grosso,April,581,1/1/2014
2015,Mato Grosso,April,507,1/1/2015
2016,Mato Grosso,April,1.2,1/1/2016
2017,Mato Grosso,April,685,1/1/2017
1998,Mato Grosso,April,306,1/1/1998
1999,Mato Grosso,April,1.194,1/1/1999
2000,Mato Grosso,April,274,1/1/2000
2001,Mato Grosso,April,220,1/1/2001
2002,Mato Grosso,April,1.47,1/1/2002
2003,Mato Grosso,April,380,1/1/2003
2004,Mato Grosso,April,208,1/1/2004
2005,Mato Grosso,April,159,1/1/2005
2006,Mato Grosso,April,83,1/1/2006
2007,Mato Grosso,April,82,1/1/2007
2008,Mato Grosso,April,50,1/1/2008
2009,Mato Grosso,April,439,1/1/2009
2010,Mato Grosso,April,259,1/1/2010
2011,Mato Grosso,April,445,1/1/2011
2012,Mato Grosso,April,115,1/1/2012
2013,Mato Grosso,April,423,1/1/2013
2014,Mato Grosso,April,190,1/1/2014
2015,Mato Grosso,April,276,1/1/2015
2016,Mato Grosso,April,258,1/1/2016
2017,Mato Grosso,April,133,1/1/2017
1998,Mato Grosso,April,100,1/1/1998
1999,Mato Grosso,April,306,1/1/1999
2000,Mato Grosso,April,139,1/1/2000
2001,Mato Grosso,April,143,1/1/2001
2002,Mato Grosso,April,376,1/1/2002
2003,Mato Grosso,April,153,1/1/2003
2004,Mato Grosso,April,110,1/1/2004
2005,Mato Grosso,April,46,1/1/2005
2006,Mato Grosso,April,18,1/1/2006
2007,Mato Grosso,April,15,1/1/2007
2008,Mato Grosso,April,208,1/1/2008
2009,Mato Grosso,April,87,1/1/2009
2010,Mato Grosso,April,276,1/1/2010
2011,Mato Grosso,April,577,1/1/2011
2012,Mato Grosso,April,194,1/1/2012
2013,Mato Grosso,April,195,1/1/2013
2014,Mato Grosso,April,84,1/1/2014
2015,Mato Grosso,April,394,1/1/2015
2016,Mato Grosso,April,123,1/1/2016
1998,Minas Gerais,April,0,1/1/1998
1999,Minas Gerais,April,36,1/1/1999
2000,Minas Gerais,April,24,1/1/2000
2001,Minas Gerais,April,18,1/1/2001
2002,Minas Gerais,April,29,1/1/2002
2003,Minas Gerais,April,37,1/1/2003
2004,Minas Gerais,April,22,1/1/2004
2005,Minas Gerais,April,28,1/1/2005
2006,Minas Gerais,April,109,1/1/2006
2007,Minas Gerais,April,91,1/1/2007
2008,Minas Gerais,April,85,1/1/2008
2009,Minas Gerais,April,74,1/1/2009
2010,Minas Gerais,April,118,1/1/2010
2011,Minas Gerais,April,61,1/1/2011
2012,Minas Gerais,April,75,1/1/2012
2013,Minas Gerais,April,75,1/1/2013
2014,Minas Gerais,April,133,1/1/2014
2015,Minas Gerais,April,147,1/1/2015
2016,Minas Gerais,April,61,1/1/2016
2017,Minas Gerais,April,106,1/1/2017
1998,Minas Gerais,April,0,1/1/1998
1999,Minas Gerais,April,112,1/1/1999
2000,Minas Gerais,April,20,1/1/2000
2001,Minas Gerais,April,39,1/1/2001
2002,Minas Gerais,April,62,1/1/2002
2003,Minas Gerais,April,126,1/1/2003
2004,Minas Gerais,April,29,1/1/2004
2005,Minas Gerais,April,79,1/1/2005
2006,Minas Gerais,April,96,1/1/2006
2007,Minas Gerais,April,71,1/1/2007
2008,Minas Gerais,April,59,1/1/2008
2009,Minas Gerais,April,74,1/1/2009
2010,Minas Gerais,April,155,1/1/2010
2011,Minas Gerais,April,111,1/1/2011
2012,Minas Gerais,April,123,1/1/2012
2013,Minas Gerais,April,143,1/1/2013
2014,Minas Gerais,April,157,1/1/2014
2015,Minas Gerais,April,84,1/1/2015
2016,Minas Gerais,April,207,1/1/2016
2017,Minas Gerais,April,61,1/1/2017
1998,Minas Gerais,April,0,1/1/1998
1999,Minas Gerais,April,13,1/1/1999
2000,Minas Gerais,April,24,1/1/2000
2001,Minas Gerais,April,13,1/1/2001
2002,Minas Gerais,April,62,1/1/2002
2003,Minas Gerais,April,81,1/1/2003
2004,Minas Gerais,April,81,1/1/2004
2005,Minas Gerais,April,107,1/1/2005
2006,Minas Gerais,April,69,1/1/2006
2007,Minas Gerais,April,155,1/1/2007
2008,Minas Gerais,April,61,1/1/2008
2009,Minas Gerais,April,106,1/1/2009
2010,Minas Gerais,April,109,1/1/2010
2011,Minas Gerais,April,67,1/1/2011
2012,Minas Gerais,April,152,1/1/2012
2013,Minas Gerais,April,110,1/1/2013
2014,Minas Gerais,April,77,1/1/2014
2015,Minas Gerais,April,80,1/1/2015
2016,Minas Gerais,April,123,1/1/2016
2017,Minas Gerais,April,105,1/1/2017
1998,Minas Gerais,April,0,1/1/1998
1999,Minas Gerais,April,27,1/1/1999
2000,Minas Gerais,April,49,1/1/2000
2001,Minas Gerais,April,60,1/1/2001
2002,Minas Gerais,April,99,1/1/2002
2003,Minas Gerais,April,215,1/1/2003
2004,Minas Gerais,April,48,1/1/2004
2005,Minas Gerais,April,89,1/1/2005
2006,Minas Gerais,April,50,1/1/2006
2007,Minas Gerais,April,35,1/1/2007
2008,Minas Gerais,April,113,1/1/2008
2009,Minas Gerais,April,26,1/1/2009
2010,Minas Gerais,April,112,1/1/2010
2011,Minas Gerais,April,66,1/1/2011
2012,Minas Gerais,April,180,1/1/2012
2013,Minas Gerais,April,61,1/1/2013
2014,Minas Gerais,April,161,1/1/2014
2015,Minas Gerais,April,109,1/1/2015
2016,Minas Gerais,April,172,1/1/2016
2017,Minas Gerais,April,69,1/1/2017
1998,Minas Gerais,April,0,1/1/1998
1999,Minas Gerais,April,51,1/1/1999
2000,Minas Gerais,April,67,1/1/2000
2001,Minas Gerais,April,83,1/1/2001
2002,Minas Gerais,April,98,1/1/2002
2003,Minas Gerais,April,75,1/1/2003
2004,Minas Gerais,April,79,1/1/2004
2005,Minas Gerais,April,134,1/1/2005
2006,Minas Gerais,April,62,1/1/2006
2007,Minas Gerais,April,124,1/1/2007
2008,Minas Gerais,April,50,1/1/2008
2009,Minas Gerais,April,128,1/1/2009
2010,Minas Gerais,April,179,1/1/2010
2011,Minas Gerais,April,151,1/1/2011
2012,Minas Gerais,April,144,1/1/2012
2013,Minas Gerais,April,150,1/1/2013
2014,Minas Gerais,April,224,1/1/2014
2015,Minas Gerais,April,114,1/1/2015
2016,Minas Gerais,April,186,1/1/2016
2017,Minas Gerais,April,125,1/1/2017
1998,Minas Gerais,April,70,1/1/1998
1999,Minas Gerais,April,132,1/1/1999
2000,Minas Gerais,April,135,1/1/2000
2001,Minas Gerais,April,166,1/1/2001
2002,Minas Gerais,April,207,1/1/2002
2003,Minas Gerais,April,245,1/1/2003
2004,Minas Gerais,April,209,1/1/2004
2005,Minas Gerais,April,246,1/1/2005
2006,Minas Gerais,April,73,1/1/2006
2007,Minas Gerais,April,184,1/1/2007
2008,Minas Gerais,April,48,1/1/2008
2009,Minas Gerais,April,173,1/1/2009
2010,Minas Gerais,April,139,1/1/2010
2011,Minas Gerais,April,304,1/1/2011
2012,Minas Gerais,April,219,1/1/2012
